												
Year	Date Event Began	Time Event Began	Date of Restoration	Time of Restoration	Area Affected	NERC Region	Alert Criteria	Event Type	Demand Loss (MW)	Number Affected		
2016	2016-10-20	12:30	2016-10-20	12:31	Oregon:	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2016	2016-10-25	7:40	2016-10-27	7:40	Tennessee: Shelby County;	SERC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2016	2016-10-26	5:26	2016-10-26	5:27	Wyoming: Sweetwater County;	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2016	2016-10-31	8:06	2016-10-31	15:53	North Carolina: Stokes County;	SERC	Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations	Actual Physical Event	0	0		
2016	2016-11-09	11:59	2016-11-09	18:15	"California: Stanislaus County, San Joaquin County, Alameda County, Tuolumne County;"	WECC	Cyber event that could potentially impact electric power system adequacy or reliability	Cyber Attack	0	0		
2016	2016-11-09	6:44	2016-11-09	7:44	California:	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2016	2016-11-01	20:55	\N	\N	Washington: Clark County;	WECC	Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system	Transmission Interruption	0	0		
2016	2016-12-08	1:00	2016-12-08	2:30	Oregon: Multnomah County;	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2016	2016-12-11	7:45	2016-12-11	7:46	Utah: Utah County;	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2016	2016-12-13	14:09	2016-12-13	14:30	California: Riverside County;	WECC	Cyber event that could potentially impact electric power system adequacy or reliability	Cyber Event	0	0		
2016	2016-12-16	7:45	2016-12-16	8:45	Oregon: Multnomah County;	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2016	2016-12-26	4:00	2016-12-26	6:00	Washington:	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2016	2016-12-28	4:03	2016-12-31	6:00	California:	WECC	Fuel supply emergencies that could impact electric power system adequacy or reliability	Fuel Supply Deficiency	0	0		
2016	2016-12-30	8:55	2016-12-30	8:56	Vermont: Chittenden County;	NPCC	Cyber event that could potentially impact electric power system adequacy or reliability	Other	0	0		
2017	2017-01-05	16:56	2017-01-05	16:57	Florida: Martin County;	FRCC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Suspected Physical Attack	0	0		
2017	2017-01-08	23:59	\N	\N	California	WECC	Fuel supply emergencies that could impact electric power system adequacy or reliability	Fuel Supply Deficiency	0	0		
2017	2017-01-22	6:00	\N	\N	California	WECC	Fuel supply emergencies that could impact electric power system adequacy or reliability	Fuel Supply Deficiency	0	0		
2017	2017-02-11	15:46	2017-02-11	15:50	Utah	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Actual Physical Attack	0	0		
2017	2017-02-13	13:00	2017-02-15	13:35	North Carolina: Union County;	SERC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2017	2017-02-17	13:00	2017-02-17	13:15	Nevada: Clark County;	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2017	2017-02-17	4:32	2017-02-17	5:02	Missouri: Arkansas: Oklahoma: Texas:	SPP	Cyber event that could potentially impact electric power system adequacy or reliability	System Operations	0	0		
2017	2017-03-24	6:29	2017-03-24	7:13	Oregon: Clatsop County;	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Sabotage	0	0		
2017	2017-03-28	16:07	2017-03-28	16:08	Oregon: Josephine County;	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Suspicious Activity	0	0		
2017	2017-03-31	19:15	2017-03-31	21:07	Mississippi: DeSoto County;	SERC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2017	2017-04-07	4:16	\N	\N	California: Fresno County	WECC	Fuel supply emergencies that could impact electric power system adequacy or reliability	Fuel Supply Deficiency	0	0		
2017	2017-04-17	9:25	2017-04-17	9:26	Utah: Emery County	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Sabotage	0	0		
2017	2017-04-20	16:00	2017-04-20	18:00	Wyoming: Converse County	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2017	2017-04-21	10:34	2017-04-21	15:55	Kentucky: Bullitt County	SERC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2017	2017-04-23	23:55	2017-04-23	23:56	Oregon: Multnomah County	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2017	2017-05-03	18:58	2017-05-03	21:15	California	WECC	Load shedding of 100 Megawatts or more implemented under emergency operational policy	Generation Inadequacy	572	0		
2017	2017-05-03	23:00	\N	\N	"Pennsylvania: Philadelphia County, Montgomery County"	RFC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2017	2017-05-07	23:30	2017-05-08	5:00	Kentucky: Daviess County	SERC	Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system	Generation Inadequacy	80	0		
2017	2017-05-07	5:15	\N	\N	California: Fresno County	WECC	Fuel supply emergencies that could impact electric power system adequacy or reliability	Fuel Supply Deficiency	0	0		
2017	2017-05-11	11:05	2017-05-11	13:05	Washington: Yakima County	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2017	2017-05-28	16:27	2017-05-28	16:28	Nevada: Clark County	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2017	2017-06-07	13:12	2017-06-07	13:13	Washington: Yakima County	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2017	2017-06-21	0:00	2017-06-21	1:00	Oregon: Baker County	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Physical Attack	0	0		
2017	2017-06-30	7:45	2017-06-30	7:46	Idaho: Ada County	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2017	2017-07-06	0:00	\N	\N	Idaho: Jerome County	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2017	2017-07-11	10:00	2017-07-11	12:00	Minnesota	MRO	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2017	2017-07-12	12:25	2017-07-15	9:00	Tennessee	SERC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2017	2017-07-18	16:23	2017-07-18	18:39	Nevada	WECC	Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident	Severe Weather	0	0		
2017	2017-07-20	1:00	2017-07-20	9:46	Utah: Beaver County	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2017	2017-07-27	6:00	2017-07-27	11:29	California: Butte County	WECC	Fuel supply emergencies that could impact electric power system adequacy or reliability	Fuel Supply Deficiency	0	0		
2017	2017-08-05	13:20	2017-08-05	14:20	California: Humboldt County;	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2017	2017-08-31	14:49	2017-08-31	17:14	California: Los Angeles County;	WECC	Load shedding of 100 Megawatts or more implemented under emergency operational policy	Severe Weather	100	0		
2017	2017-09-01	15:41	2017-09-01	20:30	California:	WECC	Load shedding of 100 Megawatts or more implemented under emergency operational policy	Severe Weather	337	0		
2017	2017-10-04	2:30	\N	\N	Tennessee: Shelby County;	SERC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2017	2017-10-16	15:55	2017-10-16	16:10	Washington:	WECC	Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system	Transmission Interruption	0	0		
2017	2017-10-16	15:45	2017-10-16	16:09	Washington: Montana:	WECC	Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system	Transmission Interruption	0	0		
2017	2017-10-19	16:01	2017-10-19	16:02	Utah: Salt Lake County;	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Suspected Physical Attack	0	0		
2017	2017-10-20	18:30	2017-10-20	22:22	Texas:	TRE	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2017	2017-10-26	17:50	\N	\N	Montana: Big Horn County;	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Actual Physical Attack	0	0		
2017	2017-10-26	8:17	2017-10-26	8:41	Washington: Whatcom County; Montana:	WECC	Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system	Transmission Interruption	0	0		
2017	2017-10-26	8:17	2017-10-26	8:41	Washington: Clark County;	WECC	Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system	Transmission Interruption	0	0		
2017	2017-11-01	15:40	2017-11-01	22:00	Kentucky: Daviess County;	SERC	Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system	Generation Inadequacy	0	0		
2017	2017-11-07	12:29	\N	\N	Louisiana:	SERC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Suspicious Activity	0	0		
2017	2017-11-09	8:45	2017-11-09	14:00	Colorado: Weld County;	WECC	Cyber event that could potentially impact electric power system adequacy or reliability	System Operations	0	0		
2017	2017-11-16	15:05	2017-11-16	15:06	Oregon: Tillamook County;	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2017	2017-11-24	17:06	2017-11-26	17:22	Nevada: Clark County;	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2017	2017-12-05	6:50	2017-12-05	9:00	Louisiana:	SERC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2017	2017-12-13	9:55	2017-12-13	14:45	New York: Suffolk County;	NPCC	Fuel supply emergencies that could impact electric power system adequacy or reliability	Fuel Supply Deficiency	0	0		
2017	2017-12-13	8:50	\N	\N	Connecticut: New Haven County[13];	NPCC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Suspicious Activity	0	0		
2017	2017-12-18	13:00	2017-12-18	17:00	Mississippi:	SERC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2017	2017-12-19	8:40	2017-12-19	10:36	Florida: Alachua County;	FRCC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2017	2017-12-31	23:54	2018-01-01	14:14	Colorado:	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2018	2018-02-04	13:42	2018-02-04	15:25	California:	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	9760	0		
2018	2018-02-17	16:33	2018-02-18	0:00	Oregon: Washington: California:	WECC	Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations	Vandalism	2330	0		
2018	2018-02-17	17:56	2018-02-18	4:11	Oregon: Washington: California:	WECC	Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations	Vandalism	2327	0		
2018	2018-02-28	12:08	2018-03-01	15:45	Florida:	FRCC	Cyber event that could potentially impact electric power system adequacy or reliability	System Operations	0	0		
2018	2018-02-28	12:08	2018-03-01	15:45	Florida:	FRCC	Cyber event that could potentially impact electric power system adequacy or reliability	System Operations	0	0		
2018	2018-03-02	23:17	2018-03-03	0:51	Washington: Clark County;	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2018	2018-03-12	0:00	2018-04-06	11:00	New York: Dutchess County;	NPCC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2018	2018-03-13	0:10	2018-03-13	0:34	Colorado:	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Suspicious Activity	0	0		
2018	2018-03-26	3:05	2018-03-26	3:35	California:	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2018	2018-04-03	11:15	2018-04-03	11:30	California:	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2018	2018-04-09	10:07	2018-04-09	16:00	Washington: Walla Walla County;	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2018	2018-05-02	14:52	2018-05-02	16:14	North Carolina:	SERC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2018	2018-05-07	10:30	2018-05-07	10:36	New York: Tompkins County;	NPCC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Suspected Physical Attack	0	0		
2018	2018-05-08	16:00	2018-05-08	16:01	Utah: Washington County;	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Actual Physical Attack	0	0		
2018	2018-05-15	15:00	2018-05-18	13:48	Massachusetts:	NPCC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2018	2018-06-04	8:50	2018-06-04	14:00	Florida: Alachua County;	FRCC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2018	2018-06-09	9:54	2018-06-09	12:12	Georgia:	SERC	Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more	System Operations	0	0		
2018	2018-06-12	16:15	\N	\N	Nevada: Clark County;	WECC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2018	2018-06-12	15:00	2018-06-12	15:15	California: Kern County;	WECC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2018	2018-06-27	14:30	2018-06-27	14:33	New York: New York County;	NPCC	"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center"	Suspicious Activity	0	0		
2018	2018-06-30	12:30	2018-06-30	12:31	California: Los Angeles County;	WECC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2018	2018-06-30	10:45	2018-06-30	11:28	"Texas: Travis County, Williamson County;"	TRE	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more	System Operations	0	0		
2018	2018-07-04	17:54	2018-07-04	19:20	Tennessee:	SERC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2018	2018-07-09	13:10	2018-07-09	14:45	"California: Merced County, Kern County; Nevada: Clark County;"	WECC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2018	2018-07-11	0:58	\N	\N	California:	WECC	Fuel supply emergencies that could impact electric power system adequacy or reliability	Fuel Supply Deficiency	0	0		
2018	2018-07-16	5:15	\N	\N	California: Merced County;	WECC	Fuel supply emergencies that could impact electric power system adequacy or reliability	Fuel Supply Deficiency	0	0		
2018	2018-07-18	4:00	\N	\N	California: Fresno County;	WECC	Fuel supply emergencies that could impact electric power system adequacy or reliability	Fuel Supply Deficiency	0	0		
2018	2018-07-19	12:38	2018-07-19	13:22	Louisiana: Rapides Parish;	SERC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2018	2018-07-20	12:46	2018-07-20	13:30	Maine: Hancock County;	NPCC	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	System Operations	0	0		
2018	2018-07-27	16:28	2018-07-27	16:33	New York: New York County;	NPCC	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Severe Weather/Transmission Interruption	0	0		
2018	2018-07-28	23:11	2018-07-29	1:51	Nevada: Nye County;	WECC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2018	2018-08-01	9:11	2018-08-01	10:56	Montana:	WECC	Physical attack that causes major interruptions or impacts to critical infrastructure or to operations.	Vandalism	0	0		
2018	2018-08-14	21:00	2018-08-14	21:01	Virginia: Hanover County;	SERC	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	0	0		
2018	2018-08-15	0:00	2018-08-15	1:00	Missouri: Boone County;	SERC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2018	2018-08-17	13:07	2018-08-17	13:40	California:	WECC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2018	2018-08-19	15:20	2018-08-19	15:21	Utah: Box Elder County;	WECC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2018	2018-08-20	22:46	2018-08-21	0:14	Louisiana:	SERC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2018	2018-08-24	12:24	2018-08-24	12:59	Virginia: Roanoke County;	SERC	Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.	System Operations	0	0		
2018	2018-08-28	23:41	2018-08-29	0:13	Ohio: Montgomery County;	RF	Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.	System Operations	0	0		
2018	2018-08-29	3:27	2018-08-29	4:00	Maryland: Montgomery County; District of Columbia:	RF	"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. OR suspicious device or activity at its Bulk Electric System control center."	Suspicious Activity	0	0		
2018	2018-08-29	9:00	2018-08-29	9:06	Arkansas:	SERC	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	0	0		
2018	2018-08-30	12:00	2018-08-30	12:20	California:	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.	Vandalism	0	0		
2018	2018-08-31	18:34	2018-08-31	18:40	"New York: New York County, Westchester County;"	NPCC	"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. OR suspicious device or activity at its Bulk Electric System control center."	Suspicious Activity	0	0		
2018	2018-09-01	0:00	2018-09-01	15:22	Arkansas:	SPP RE	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	0	0		
2018	2018-09-06	2:26	2018-09-06	2:27	Florida: Hillsborough County;	FRCC	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Transmission Interruption	0	0		
2018	2018-09-12	22:00	2018-09-12	22:05	Texas:	TRE	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	0	0		
2018	2018-09-19	11:00	2018-09-20	12:00	Indiana: Benton County;	RF	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2018	2018-09-20	12:39	\N	\N	Nevada: Clark County;	WECC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2018	2018-09-25	0:33	2018-09-25	3:10	Illinois:	SERC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2018	2018-09-26	13:54	2018-09-26	17:58	Texas: Harris County;	TRE	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Transmission Interruption	0	0		
2018	2018-09-28	18:58	2018-09-28	19:29	Ohio:	RF	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2018	2018-10-03	7:38	2018-10-03	7:48	Illinois:	SERC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2018	2018-10-04	16:01	2018-10-04	18:25	California:	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Suspicious Activity	0	0		
2018	2018-10-09	20:12	2018-10-09	21:12	Colorado: El Paso County;	WECC	"Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more;
Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more."	System Operations	0	0		
2018	2018-10-10	17:00	2018-10-15	5:00	Utah:	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2018	2018-10-10	5:41	2018-10-10	7:54	Maine:	NPCC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2018	2018-10-12	3:36	2018-10-12	13:56	Maryland: Garrett County;	RF	"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."	Transmission Interruption	0	0		
2018	2018-10-22	10:25	2018-10-22	10:31	Utah: Salt Lake County;	WECC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2018	2018-10-24	12:32	2018-10-24	13:33	Michigan: Wayne County;	RF	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2018	2018-10-29	5:00	2018-11-07	7:00	California: Shasta County;	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2018	2018-10-29	8:39	\N	\N	Minnesota: Douglas County;	MRO	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems	Vandalism	0	0		
2018	2018-10-30	14:02	2018-10-30	14:42	"Maryland: Baltimore, City of;"	RF	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2018	2018-11-02	9:50	\N	\N	Minnesota: Douglas County;	MRO	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.	Vandalism	0	0		
2018	2018-11-03	5:53	2018-11-03	5:57	Illinois:	SERC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2018	2018-11-08	16:00	\N	\N	"Nevada: Carson City, Consolidated Municipality of[19];"	WECC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2018	2018-11-09	9:02	2018-11-09	10:23	Iowa: Muscatine County;	MRO	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2018	2018-11-10	17:02	2018-11-14	15:00	Wisconsin:	MRO	Fuel supply emergencies that could impact electric power system adequacy or reliability	Fuel Supply Deficiency	0	0		
2018	2018-11-13	18:19	2018-11-13	19:40	Arkansas: Oklahoma: Louisiana: Texas:	SPP RE	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2018	2018-11-18	13:10	\N	\N	Nebraska: Holt County;	MRO	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	2	0		
2018	2018-12-01	9:40	2018-12-04	17:17	Pennsylvania:	RF	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2018	2018-12-01	16:23	2018-12-01	17:09	Florida: Leon County;	FRCC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2018	2018-12-02	16:17	2018-12-02	20:30	Maryland:	RF	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2018	2018-12-05	8:00	2018-12-06	8:00	Alabama: Chambers County;	SERC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2018	2018-12-05	12:48	2018-12-05	12:49	California: Los Angeles County;	WECC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2018	2018-12-07	3:10	2018-12-07	4:35	Utah: Weber County;	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.	Actual Physical Attack	0	0		
2018	2018-12-09	23:28	2018-12-10	1:30	Virginia: Loudoun County;	SERC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2018	2018-12-11	7:00	2018-12-13	14:00	Oregon: Josephine County;	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.	Vandalism	0	0		
2018	2018-12-11	9:10	2018-12-11	10:26	Texas: Travis County;	TRE	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2018	2018-12-12	10:00	2018-12-12	10:31	Oregon: Gilliam County;	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.	Vandalism	0	0		
2018	2018-12-13	10:00	\N	\N	"California: Stanislaus County, San Joaquin County;"	WECC	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	0	0		
2018	2018-12-14	8:40	2018-12-14	10:00	Texas: Jasper County;	TRE	"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."	Suspicious Activity	0	0		
2018	2018-12-18	8:47	2018-12-18	8:48	Utah: Salt Lake County; California: Oregon:	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.	Vandalism	0	0		
2018	2018-12-26	1:00	2019-01-03	10:27	California: Kern County;	WECC	Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.	Vandalism	0	0		
2018	2018-12-27	0:05	2018-12-27	1:05	"Maryland: Montgomery County, Prince George's County; District of Columbia:"	RF	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
2018	2018-12-27	12:50	2018-12-27	13:00	California: Kern County;	WECC	Damage or destruction of its Facility that results from actual or suspected intentional human action.	Vandalism	0	0		
2018	2018-12-30	11:41	2018-12-30	13:20	Washington: King County;	WECC	Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.	System Operations	0	0		
